Date,Open,High,Low,Close,Adj Close,Volume
2016-06-20,8.967748,9.450404,8.967748,9.373179,9.373179,905303
2016-06-21,9.315260,9.556588,9.131851,9.450404,9.450404,743697
2016-06-22,9.440751,9.556588,9.305607,9.469710,9.469710,362059
2016-06-23,9.508322,9.643466,9.392485,9.421444,9.421444,356672
2016-06-24,9.209076,9.402138,8.890523,9.238035,9.238035,358018
2016-06-27,9.228382,9.353872,8.716767,8.793992,8.793992,725464
2016-06-28,8.871216,9.044973,8.755379,8.900176,8.900176,325387
2016-06-29,8.948441,9.170463,8.909829,8.977401,8.977401,337196
2016-06-30,8.977401,9.122198,8.784338,9.073932,9.073932,297934
2016-07-01,9.006360,9.083585,8.880870,8.938788,8.938788,227076
2016-07-04,8.977401,9.073932,8.900176,9.073932,9.073932,432399
2016-07-05,9.112544,10.213000,9.064279,10.213000,10.213000,1479832
2016-07-06,10.087510,11.265190,10.087510,10.956290,10.956290,1292121
2016-07-07,11.004556,11.207271,10.512247,10.695656,10.695656,728054
2016-07-08,10.695656,11.178312,10.695656,11.178312,11.178312,258362
2016-07-11,11.294150,11.882990,11.159006,11.786459,11.786459,672010
2016-07-12,11.776806,12.056746,11.294150,11.728540,11.728540,1913578
2016-07-13,11.583743,12.240155,11.554784,12.240155,12.240155,572250
2016-07-14,12.317380,12.703505,11.998827,12.549055,12.549055,910690
2016-07-15,12.471830,13.301998,12.462177,13.031711,13.031711,940628
2016-07-18,13.060670,13.070324,12.771077,12.935180,12.935180,916594
2016-07-19,12.993099,13.475755,12.867608,13.417836,13.417836,1607459
2016-07-20,13.504714,13.639858,13.137895,13.610898,13.610898,835791
2016-07-21,13.533673,13.803961,13.070324,13.176508,13.176508,717281
2016-07-22,13.311652,13.456448,12.935180,12.935180,12.935180,749705
2016-07-25,13.157202,13.157202,12.355993,12.452524,12.452524,577637
2016-07-26,12.520096,12.587668,11.776806,12.066399,12.066399,1477346
2016-07-27,12.153277,12.201543,11.969868,12.201543,12.201543,573493
2016-07-28,12.288421,12.423565,12.027787,12.423565,12.423565,1196711
2016-07-29,12.269115,12.693852,12.269115,12.549055,12.549055,797773
2016-08-01,12.539402,13.215120,12.510443,13.031711,13.031711,1308799
2016-08-02,12.954486,12.954486,12.288421,12.742117,12.742117,1983193
2016-08-03,12.771077,13.118589,12.307727,12.983445,12.983445,1671687
2016-08-04,13.118589,13.475755,13.041364,13.128242,13.128242,922810
2016-08-05,13.195814,13.359917,12.838649,13.301998,13.301998,756542
2016-08-08,13.301998,13.301998,12.510443,12.645586,12.645586,1201476
2016-08-09,12.664893,13.176508,12.568361,13.031711,13.031711,494865
2016-08-10,13.022058,13.263386,12.848302,13.031711,13.031711,229252
2016-08-11,13.166855,13.340611,12.886914,13.301998,13.301998,480259
2016-08-12,13.224773,13.688123,13.079977,13.504714,13.504714,2167693
2016-08-15,13.659164,15.126438,13.591592,14.672741,14.672741,3067402
2016-08-16,14.614823,15.290541,14.354188,15.261582,15.261582,1329829
2016-08-17,15.222969,15.493257,14.595516,15.425685,15.425685,965387
2016-08-18,15.290541,15.946953,15.213316,15.493257,15.493257,786067
2016-08-19,15.329154,15.898688,15.029907,15.831116,15.831116,802020
2016-08-22,15.831116,15.831116,15.222969,15.599441,15.599441,1070431
2016-08-23,15.541522,16.014524,15.358113,15.522216,15.522216,974814
2016-08-24,15.387072,15.879381,14.692048,15.580135,15.580135,679676
2016-08-25,15.551175,16.004871,15.435338,15.715278,15.715278,600427
2016-08-26,15.734585,16.284813,15.493257,15.744238,15.744238,685685
2016-08-29,15.724931,16.371691,15.647706,16.371691,16.371691,407225
2016-08-30,16.506834,16.506834,15.464297,15.956606,15.956606,629433
2016-08-31,15.966259,16.217241,15.058866,15.782850,15.782850,551531
2016-09-01,15.734585,15.956606,15.232622,15.734585,15.734585,711894
2016-09-02,15.657360,16.130362,15.638053,15.927647,15.927647,279909
2016-09-05,16.062792,16.584059,16.062792,16.284813,16.284813,322072
2016-09-06,16.371691,16.458569,16.033831,16.188280,16.188280,370139
2016-09-08,16.265507,16.362038,16.188280,16.342731,16.342731,255979
2016-09-09,16.352385,16.429609,15.531869,15.744238,15.744238,293791
2016-09-12,15.531869,16.072445,15.358113,15.927647,15.927647,324661
2016-09-13,15.908341,16.352385,15.242275,15.560828,15.560828,1089906
2016-09-14,15.435338,15.580135,15.097479,15.493257,15.493257,289750
2016-09-15,15.464297,15.647706,14.865804,15.367766,15.367766,434885
2016-09-16,15.232622,16.188280,15.213316,15.946953,15.946953,807096
2016-09-19,16.024178,16.670937,15.522216,15.946953,15.946953,1818375
2016-09-20,16.168976,16.352385,15.773197,15.831116,15.831116,642279
2016-09-21,15.782850,16.014524,15.724931,15.927647,15.927647,269032
2016-09-22,15.927647,16.294466,15.570482,15.879381,15.879381,676672
2016-09-23,15.908341,15.927647,15.232622,15.444991,15.444991,887485
2016-09-26,15.444991,15.647706,15.058866,15.435338,15.435338,629019
2016-09-27,15.425685,15.473950,15.155397,15.444991,15.444991,738310
2016-09-28,15.444991,15.589788,15.338807,15.541522,15.541522,296173
2016-09-29,15.647706,15.686319,15.107132,15.107132,15.107132,271104
2016-09-30,15.261582,15.425685,14.991294,15.396725,15.396725,541275
2016-10-03,15.541522,15.908341,15.203663,15.908341,15.908341,410230
2016-10-04,15.927647,16.323425,15.657360,15.879381,15.879381,311298
2016-10-05,16.082096,16.410303,15.811810,16.410303,16.410303,461612
2016-10-06,16.333078,16.574406,16.091749,16.429609,16.429609,788346
2016-10-07,16.458569,16.497181,16.130362,16.458569,16.458569,860032
2016-10-10,16.506834,16.902613,15.773197,15.811810,15.811810,1222713
2016-10-11,15.927647,15.946953,15.251929,15.406378,15.406378,756335
2016-10-13,15.251929,15.338807,14.914069,14.991294,14.991294,414063
2016-10-14,15.020254,15.213316,14.904416,15.058866,15.058866,502739
2016-10-17,15.010601,15.879381,14.701701,15.638053,15.638053,468553
2016-10-18,15.753891,16.381344,15.541522,16.255854,16.255854,1560531
2016-10-19,16.188280,16.603365,16.178629,16.429609,16.429609,733234
